HIPASS,RAJ2000,DEJ2000,RVmom,W50max,Speak,Sint,RMS,RMScube,Qual,SimbadName
J0318-27,49.55499999999999,-27.603333333333328,1364.2,240.6,0.113,21.5,0.0065,0.0115,1,HIPASSJ0318-27
